ciclo	tratamento	linha_entrelinha	profundidade	bloco	ds	ds_max	grau_de_compactacao	argila	silte	areia	macro	micro	pt	dp	rp	dmp	macroagregado	ssi	p_resina	mos	ph	k	ca	mg	h_al	c	est_c	n	n_g_kg	est_n
3	amendoim_pd	l	0_20	b2	1.65	1.83	90.35	224.4	102.8	673	0.14	0.25	0.39	2.69	1.11	0.72	10.24	0.03	6.2	15.3	4.78	1.84	9	5	20.9	5.84	11.72	0.05	0.52	0.59
3	amendoim_pd	l	0_20	b3	1.59	1.83	86.88	224.4	102.8	673	0.18	0.23	0.41	2.69	0.95	0.77	9.51	0.03	5.1	14.2	4.7	1.56	8.6	5.6	22	5.83	11.24	0.07	0.70	0.74
3	amendoim_pd	l	20_30	b1	1.71	1.8	94.8	267	102	631	0.12	0.24	0.37	2.7	0.84	0.51	5.68	0.02	3	11	4.1	1.1	6	3	25	4.06	6.86	0.04	0.36	0.66
3	amendoim_pd	l	20_30	b2	1.47	1.8	81.35	267	102	631	0.19	0.27	0.46	2.7	0.92	0.49	6.02	0.02	3	10.5	4.4	0.9	5.5	3.5	22.5	4.07	6.88	0.07	0.74	1.35
3	amendoim_pd	l	20_30	b3	1.64	1.8	90.88	267	102	631	0.2	0.2	0.39	2.7	0.93	0.47	4.21	0.02	3	10	4.5	0.7	5	4	20	4.1	6.92	0.04	0.42	0.76
3	amendoim_pd	l	30_70	b1	1.45	1.76	82.5	322	107	571	0.21	0.25	0.46	2.69	1.33	0.46	4.27	0.02	3	10	4.6	0.8	7	4.5	20	4.01	27.08	0.03	0.34	2.53
3	amendoim_pd	l	30_70	b2	1.82	1.76	103.58	322	107	571	0.07	0.26	0.32	2.69	1.44	0.48	3.29	0.02	2	12	4.5	0.7	9	4	22	4.44	30.02	0.04	0.36	2.66
3	amendoim_pd	l	30_70	b3	1.56	1.76	88.62	322	107	571	0.11	0.31	0.42	2.69	1.22	0.5	2.77	0.02	2	11	4.8	0.6	9	5	20	4.22	28.55	0.00	0.00	0.00
3	amendoim_pp	el	0_20	b1	1.75	1.83	95.48	224.4	102.8	673	0.07	0.28	0.35	2.69	1.3	0.65	4.99	0.03	3.4	15.4	4.98	1.22	10.2	6.4	18	5.8	11.3	0.05	0.50	0.53
3	amendoim_pp	el	0_20	b2	1.73	1.82	94.82	224.4	102.8	673	0.11	0.25	0.36	2.69	1.25	0.65	5.17	0.04	2.8	15.6	4.64	1.27	10.2	6.4	19.8	6.63	12.31	0.05	0.48	0.49
3	amendoim_pp	el	0_20	b3	1.72	1.83	93.89	224.4	102.8	673	0.11	0.26	0.36	2.69	1.35	0.66	5.28	0.03	3	14.8	4.6	1.37	8.2	5.7	19	5.97	12.03	0.01	0.13	0.11
3	amendoim_pp	el	20_30	b1	1.74	1.8	96.48	267	102	631	0.06	0.3	0.36	2.7	1.11	0.63	5.03	0.02	2	12	4.9	0.8	10	6	18	5.12	8.76	0.00	0.00	0.00
3	amendoim_pp	el	20_30	b2	1.73	1.8	96.4	267	102	631	0.1	0.26	0.36	2.7	1.05	0.81	8.78	0.02	1	14	4.5	0.9	8	5	18	5.28	9.03	0.03	0.34	0.00
3	amendoim_pp	el	20_30	b3	1.77	1.8	98.61	267	102	631	0.08	0.26	0.34	2.7	1.17	0.72	7.2	0.02	2	12	4.7	0.8	9	5.5	18	4.98	8.52	0.03	0.30	0.52
3	amendoim_pp	el	30_70	b1	1.49	1.76	84.6	322	107	571	0.16	0.29	0.45	2.69	1.08	0.91	7.67	0.02	3	11	4.8	0.8	11	7	18	4.32	25.59	0.03	0.28	1.77
3	amendoim_pp	el	30_70	b2	1.68	1.76	95.71	322	107	571	0.13	0.24	0.37	2.69	1.2	0.67	5.15	0.02	2	16	4.7	1.1	9	6	20	4.61	27.29	0.03	0.28	1.81
3	amendoim_pp	el	30_70	b3	1.5	1.76	85.08	322	107	571	0.15	0.29	0.44	2.69	0.96	0.79	6.5	0.02	2	12	4.9	0.95	9	6	18	4.9	28.99	0.03	0.28	1.80
3	amendoim_pp	l	0_20	b1	1.58	1.83	86.39	224.4	102.8	673	0.15	0.27	0.41	2.69	0.88	0.77	10.71	0.03	3.2	15.2	4.44	2.38	8.4	3.7	24.4	5.82	11.45	0.04	0.40	0.41
3	amendoim_pp	l	0_20	b2	1.6	1.83	87.41	224.4	102.8	673	0.16	0.25	0.41	2.69	0.93	0.83	12.55	0.03	5.1	14.6	4.52	2.02	8.4	3.8	26.2	5.94	11.54	0.04	0.37	0.32
3	amendoim_pp	l	0_20	b3	1.51	1.83	82.65	224.4	102.8	673	0.2	0.24	0.44	2.69	0.83	0.84	11.62	0.04	4.4	14.6	4.18	2.34	7.6	3.3	31	6.21	12.21	0.07	0.68	0.49
3	amendoim_pp	l	20_30	b1	1.61	1.8	89.4	267	102	631	0.14	0.27	0.4	2.7	1.27	0.48	5.76	0.02	3	11	4.1	1.4	5	2	22	4.9	8.28	0.03	0.31	0.57
3	amendoim_pp	l	20_30	b2	1.78	1.8	98.86	267	102	631	0.08	0.26	0.34	2.7	1	0.57	6.06	0.02	3.5	11	4.6	1.6	7	2	22	4.32	7.3	0.04	0.44	0.80
3	amendoim_pp	l	20_30	b3	1.52	1.79	84.78	267	102	631	0.15	0.28	0.44	2.7	1.13	0.67	6.5	0.03	4	13	4.2	2	5	2	28	5.82	9.84	0.06	0.59	1.08
3	amendoim_pp	l	30_70	b1	1.57	1.76	89.32	322	107	571	0.12	0.29	0.42	2.69	0.81	0.64	6.5	0.02	2	12	4.4	1.1	9	3.5	28	4.29	29.02	0.05	0.46	3.37
3	amendoim_pp	l	30_70	b2	1.51	1.76	85.69	322	107	571	0.15	0.29	0.44	2.69	0.86	0.68	7.41	0.02	2	10	4.6	1	10	4	22	4.15	28.06	0.03	0.32	2.39
3	amendoim_pp	l	30_70	b3	1.45	1.76	82.51	322	107	571	0.18	0.28	0.46	2.69	0.97	0.71	8.14	0.02	2	11	4.3	1.2	9.5	3	31	4.43	29.97	0.04	0.40	2.93
3	crotalária_cm	el	0_20	b1	1.75	1.83	95.61	224.4	102.8	673	0.09	0.26	0.35	2.69	1.86	0.63	4.61	0.03	2.2	14.4	5	1.42	11.8	5.6	17.6	5.54	11.12	0.01	0.12	0.10
3	crotalária_cm	el	0_20	b2	1.78	1.83	97.44	224.4	102.8	673	0.06	0.28	0.34	2.69	1.91	0.6	4.81	0.03	5	15.6	4.74	1.65	13.2	7.4	17.7	6.21	12.63	0.03	0.31	0.39
3	crotalária_cm	el	0_20	b3	1.74	1.82	95.12	224.4	102.8	673	0.05	0.3	0.36	2.69	1.81	0.62	5.8	0.04	4	15.6	5.6	1.64	13.7	6.8	16.6	6.3	12.3	0.02	0.23	0.29
3	crotalária_cm	el	20_30	b1	1.78	1.8	98.67	267	102	631	0.02	0.32	0.34	2.7	1.78	0.94	11.97	0.02	1	11	4.6	0.8	9	6	22	4.18	7.14	0.52	5.21	0.91
3	crotalária_cm	el	20_30	b2	1.7	1.8	94.8	267	102	631	0.07	0.3	0.37	2.7	1.66	0.85	11.04	0.03	4	14	4.8	0.6	13	8	20	5.38	9.2	0.55	5.52	0.97
3	crotalária_cm	el	20_30	b3	1.67	1.8	92.84	267	102	631	0.06	0.33	0.38	2.7	1.92	1.02	16.6	0.02	2	12	5.7	0.6	11	7	16	5.33	9.12	0.54	5.36	0.94
3	crotalária_cm	el	30_70	b1	1.53	1.76	87.06	322	107	571	0.15	0.28	0.43	2.69	1.64	0.61	2.77	0.02	3	11	4.7	0.7	15	5	18	4.76	28.16	0.46	4.64	3.15
3	crotalária_cm	el	30_70	b2	1.66	1.76	94.79	322	107	571	0.09	0.29	0.38	2.69	1.6	0.57	2.89	0.02	2.5	12	5	0.4	18	10	20	5.19	30.7	0.35	3.50	2.38
3	crotalária_cm	el	30_70	b3	1.71	1.76	97.17	322	107	571	0.05	0.32	0.37	2.69	1.69	0.59	1.6	0.02	2	11	5.5	0.7	16	7.5	18	5	29.6	0.41	4.07	2.77
3	crotalária_cm	l	0_20	b1	1.75	1.83	95.53	224.4	102.8	673	0.11	0.26	0.36	2.69	1.48	0.67	7.39	0.03	3.2	14.4	4.4	1.34	10.88	6	19.6	5.35	11.65	0.04	0.42	0.46
3	crotalária_cm	l	0_20	b2	1.64	1.83	89.77	224.4	102.8	673	0.13	0.27	0.39	2.69	1.36	0.64	7.6	0.03	3.6	15	4.96	1.09	11.9	6.7	19.2	6.16	13.25	0.06	0.65	0.66
3	crotalária_cm	l	0_20	b3	1.76	1.83	96.37	224.4	102.8	673	0.06	0.29	0.35	2.69	1.45	0.68	7.51	0.03	2.6	13.2	5.08	1.06	11.4	5.9	19.2	5.69	12.97	0.06	0.60	0.68
3	crotalária_cm	l	20_30	b1	1.93	1.8	107.32	267	102	631	0.04	0.3	0.34	2.7	2.17	0.73	6.43	0.02	2	12	4.3	0.8	16	8	20	4.46	7.53	0.03	0.27	0.50
3	crotalária_cm	l	20_30	b2	1.75	1.79	97.8	267	102	631	0.06	0.29	0.35	2.7	2.5	0.7	6.49	0.03	4	15	5.1	0.6	15	8	18	6.42	10.84	0.05	0.53	0.97
3	crotalária_cm	l	20_30	b3	1.81	1.8	100.9	267	102	631	0	0.33	0.33	2.7	2.08	0.77	7.99	0.02	2	12	5.9	0.6	17	8	16	5.14	8.69	0.05	0.55	1.00
3	crotalária_cm	l	30_70	b1	1.65	1.76	93.66	322	107	571	0.06	0.33	0.39	2.69	1.79	0.76	8.37	0.02	2	11	4.2	0.9	14.4	8	16	4.9	33.1	0.05	0.47	3.48
3	crotalária_cm	l	30_70	b2	1.7	1.76	96.61	322	107	571	0.05	0.32	0.37	2.69	2.03	0.82	11.29	0.02	2	12	5.2	0.5	16	9	18	5.24	35.42	0.05	0.53	3.91
3	crotalária_cm	l	30_70	b3	1.65	1.76	93.99	322	107	571	0.08	0.31	0.39	2.69	1.91	0.69	8.77	0.02	2	12	4.9	0.7	13	7	22	5.36	36.23	0.05	0.46	3.42
3	crotalária_pd	el	0_20	b1	1.69	1.83	92.29	224.4	102.8	673	0.08	0.29	0.37	2.69	1.74	0.52	4.64	0.03	2.4	13.2	4.64	1.46	10.4	5.2	18.4	5.83	11.91	0.03	0.32	0.35
3	crotalária_pd	el	0_20	b2	1.71	1.83	93.62	224.4	102.8	673	0.08	0.29	0.36	2.69	1.67	0.5	4.45	0.03	3.8	14.8	4.62	1.34	9	4.4	18.8	5.4	10.49	0.00	0.00	0.00
3	crotalária_pd	el	0_20	b3	1.67	1.83	91.12	224.4	102.8	673	0.09	0.29	0.38	2.69	1.75	0.56	4.8	0.03	2.8	12.4	5.32	1.57	10.1	5	16.6	5.25	10.66	0.01	0.09	0.08
3	crotalária_pd	el	20_30	b1	1.74	1.8	96.73	267	102	631	0.03	0.33	0.36	2.7	1.88	0.42	2.8	0.02	1	11	4.6	0.9	11	5	20	5.19	8.87	0.03	0.26	0.46
3	crotalária_pd	el	20_30	b2	1.65	1.8	91.75	267	102	631	0.06	0.33	0.39	2.7	1.65	0.37	2.26	0.02	2	11	4.5	0.5	8	3	18	4.41	7.54	0.00	0.00	0.00
3	crotalária_pd	el	20_30	b3	1.7	1.8	94.72	267	102	631	0.04	0.33	0.37	2.7	1.41	0.48	2.13	0.02	2	13	5.6	0.9	9.5	4	16	5.34	9.12	0.00	0.00	0.00
3	crotalária_pd	el	30_70	b1	1.61	1.76	91.6	322	107	571	0.08	0.32	0.4	2.69	1.44	0.36	2.6	0.02	2	10	4.8	0.9	12	5	16	4.8	28.42	0.00	0.00	0.00
3	crotalária_pd	el	30_70	b2	1.72	1.76	97.61	322	107	571	0.08	0.28	0.36	2.69	1.32	0.42	2.15	0.02	2	11	4.4	0.8	8	4	16	4.18	24.76	0.00	0.00	0.00
3	crotalária_pd	el	30_70	b3	1.65	1.76	93.66	322	107	571	0.07	0.32	0.39	2.69	1.57	0.31	1.5	0.02	3	9	5.5	0.7	10	6	16	4.37	25.86	0.02	0.23	1.45
3	crotalária_pd	l	0_20	b1	1.63	1.82	89.59	224.4	102.8	673	0.11	0.28	0.39	2.69	1.23	0.74	12.75	0.04	4.2	17.4	4.94	1.52	13.2	6.3	19.6	6.57	14.83	0.05	0.52	0.60
3	crotalária_pd	l	0_20	b2	1.63	1.83	89.16	224.4	102.8	673	0.14	0.25	0.39	2.69	1.07	0.77	11.2	0.03	4.7	15.6	4.32	1.73	13.08	6.4	24.8	5.67	12.41	0.05	0.52	0.55
3	crotalária_pd	l	0_20	b3	1.6	1.83	87.68	224.4	102.8	673	0.14	0.26	0.41	2.69	1.1	0.63	10.67	0.03	4.4	13.2	5.2	1.66	14.8	6.8	20.8	6.01	12.08	0.06	0.64	0.71
3	crotalária_pd	l	20_30	b1	1.56	1.79	86.89	267	102	631	0.11	0.31	0.42	2.7	0.84	0.65	17.78	0.03	3	15	5.1	0.9	15	10	16	6.3	10.64	0.04	0.36	0.66
3	crotalária_pd	l	20_30	b2	1.72	1.8	95.68	267	102	631	0.12	0.24	0.36	2.7	0.91	0.75	10.5	0.02	4	13	4.4	1.1	15	9.5	20	4.71	7.96	0.03	0.34	0.62
3	crotalária_pd	l	20_30	b3	1.65	1.79	91.77	267	102	631	0.11	0.28	0.39	2.7	0.98	0.55	12.6	0.03	3.5	13	4.9	1	15	9	22	6.22	10.52	0.06	0.64	1.17
3	crotalária_pd	l	30_70	b1	1.63	1.75	93.36	322	107	571	0.08	0.31	0.39	2.69	1.6	0.55	3.05	0.02	3	13	5.4	0.9	16	6.5	16	6.13	41.45	0.05	0.46	3.42
3	crotalária_pd	l	30_70	b2	1.53	1.76	87.04	322	107	571	0.15	0.29	0.43	2.69	1.38	0.51	4.86	0.02	4	13	4.8	1	12	6	20	5.21	35.21	0.04	0.41	3.04
3	crotalária_pd	l	30_70	b3	1.54	1.76	87.56	322	107	571	0.16	0.26	0.43	2.69	1.25	0.52	4.81	0.02	3.5	10	5.3	1.1	17	7	18	4.33	29.28	0.04	0.41	3.00
3	crotalária_pp	el	0_20	b1	1.76	1.83	96.03	224.4	102.8	673	0.06	0.31	0.37	2.69	2.37	0.84	5.14	0.03	2.4	13.6	4.8	1.38	10.6	6.4	20.8	5.51	10.83	0.56	5.55	0.62
3	crotalária_pp	el	0_20	b2	1.78	1.83	97.32	224.4	102.8	673	0.05	0.29	0.34	2.69	2.27	0.54	4.71	0.03	4.4	14.2	4.82	1.24	11.8	7.8	20.8	5.69	12.15	0.49	4.91	0.57
3	crotalária_pp	el	0_20	b3	1.77	1.83	96.65	224.4	102.8	673	0.05	0.3	0.34	2.69	2.32	0.69	4.26	0.03	3.4	13.9	4.81	1.31	11.2	7.1	20.8	5.6	11.49	0.52	5.23	0.59
3	crotalária_pp	el	20_30	b1	1.73	1.8	96.22	267	102	631	0.03	0.32	0.36	2.7	1.51	0.38	5.61	0.02	1	11	4.8	0.9	12	7	22	4.75	8.12	0.48	4.82	0.84
3	crotalária_pp	el	20_30	b2	1.74	1.8	96.67	267	102	631	0.05	0.31	0.36	2.7	1.48	0.67	5.33	0.03	6	16	5.3	2.3	12	6	15	5.43	9.29	0.49	4.89	0.86
3	crotalária_pp	el	20_30	b3	1.74	1.8	96.72	267	102	631	0.05	0.31	0.36	2.7	1.5	0.52	3.9	0.02	3.5	13.5	5.05	1.6	12	6.5	18.5	5.09	8.7	0.49	4.86	0.85
3	crotalária_pp	el	30_70	b1	1.67	1.76	94.93	322	107	571	0.07	0.31	0.38	2.69	1.56	0.3	1.11	0.02	2	10	5.2	1	10	6	16	4.21	24.92	0.34	3.38	2.30
3	crotalária_pp	el	30_70	b2	1.65	1.76	93.95	322	107	571	0.07	0.32	0.39	2.69	1.13	0.38	1.57	0.02	4	11	4.8	0.4	14	10	22	5.26	31.13	0.34	3.38	2.30
3	crotalária_pp	el	30_70	b3	1.66	1.76	94.38	322	107	571	0.07	0.31	0.38	2.69	1.34	0.34	1.6	0.02	3	10.5	5	0.7	12	8	19	4.73	28.03	0.34	3.38	2.30
3	crotalária_pp	l	0_20	b1	1.54	1.83	84.28	224.4	102.8	673	0.14	0.29	0.43	2.69	1.04	0.94	5.12	0.03	3.6	14.6	4.54	1.26	8.8	5.2	21.2	6.18	12.07	0.05	0.50	0.55
3	crotalária_pp	l	0_20	b2	1.54	1.82	84.95	224.4	102.8	673	0.16	0.27	0.43	2.69	1.1	0.57	4.99	0.04	12.6	17.4	4.72	1.98	12	7.4	22	7.27	16.08	0.07	0.66	0.74
3	crotalária_pp	l	0_20	b3	1.54	1.82	84.59	224.4	102.8	673	0.15	0.27	0.43	2.69	1.07	0.75	5.67	0.04	8.1	16	4.63	1.62	10.4	6.3	21.6	6.72	14.07	0.00	0.00	0.00
3	crotalária_pp	l	20_30	b1	1.57	1.8	87.41	267	102	631	0.11	0.31	0.42	2.7	1.27	0.65	6.8	0.03	2	12	4.9	0.9	11	7	20	5.71	9.64	0.04	0.36	0.67
3	crotalária_pp	l	20_30	b2	1.61	1.79	89.89	267	102	631	0.14	0.26	0.4	2.7	0.86	0.78	10.57	0.03	4	15	5	0.9	13	8	18	6.34	10.71	0.05	0.49	0.89
3	crotalária_pp	l	20_30	b3	1.59	1.79	88.64	267	102	631	0.13	0.28	0.41	2.7	1.07	0.72	10.4	0.03	3	13.5	4.95	0.9	12	7.5	19	6.02	10.18	0.00	0.00	0.00
3	crotalária_pp	l	30_70	b1	1.56	1.76	88.52	322	107	571	0.12	0.3	0.42	2.69	0.89	0.44	4.09	0.02	5	11	5	1.1	10	5	18	4.36	29.47	0.02	0.23	1.73
3	crotalária_pp	l	30_70	b2	1.57	1.75	89.68	322	107	571	0.1	0.32	0.42	2.69	2.15	0.47	2.8	0.03	17	15	4.8	0.7	13	10	22	6.55	44.26	0.06	0.64	4.77
3	crotalária_pp	l	30_70	b3	1.56	1.75	88.89	322	107	571	0.12	0.3	0.42	2.69	1.52	0.45	3.9	0.02	11	13	4.9	0.9	11.5	7.5	20	5.45	36.87	0.00	0.00	0.00
3	milheto_cm	el	0_20	b1	1.69	1.83	92.52	224.4	102.8	673	0.12	0.25	0.37	2.69	1.25	0.65	7.38	0.03	3.8	13.8	4.74	1.41	9.6	6.2	20	5.53	11.45	0.37	3.72	0.47
3	milheto_cm	el	0_20	b2	1.62	1.83	88.69	224.4	102.8	673	0.11	0.29	0.4	2.69	1.04	0.75	8.34	0.03	3.4	13.9	5.38	1.55	9.3	6.7	17.4	5.82	12.01	0.58	5.80	0.65
3	milheto_cm	el	0_20	b3	1.78	1.83	97.18	224.4	102.8	673	0.09	0.24	0.34	2.69	1.15	0.71	6.84	0.03	2.82	13	4.64	1.3	8	5.3	21.2	5.11	11.39	0.48	4.76	0.56
3	milheto_cm	el	20_30	b1	1.63	1.79	90.67	267	102	631	0.14	0.25	0.4	2.7	1.25	0.52	3.57	0.03	4	15	4.8	0.9	9	7	20	5.94	10.16	0.44	4.36	0.76
3	milheto_cm	el	20_30	b2	1.61	1.8	89.69	267	102	631	0.11	0.29	0.4	2.7	1.11	0.66	4.8	0.03	1	13	5.4	0.85	8	6	18	5.8	9.91	0.44	4.36	0.76
3	milheto_cm	el	20_30	b3	1.83	1.8	101.55	267	102	631	0.07	0.25	0.32	2.7	1.39	0.38	3.31	0.02	2	12	4.7	0.8	7	5	20	4.58	7.83	0.44	4.36	0.76
3	milheto_cm	el	30_70	b1	1.61	1.76	91.18	322	107	571	0.1	0.3	0.4	2.69	1.48	1.02	15.29	0.02	4	12	5	0.8	11	7	18	4.34	25.68	0.39	3.86	2.62
3	milheto_cm	el	30_70	b2	1.52	1.76	86.27	322	107	571	0.12	0.32	0.44	2.69	1.36	1.16	12.1	0.02	1	11	5.1	0.75	13	8	20	4.99	29.54	0.39	3.86	2.62
3	milheto_cm	el	30_70	b3	1.43	1.76	81.33	322	107	571	0.18	0.29	0.47	2.69	1.24	1.29	14.26	0.02	2.11	12	4.8	0.7	10	6	22	5.26	31.12	0.39	3.86	2.62
3	milheto_cm	l	0_20	b1	1.55	1.82	85.11	224.4	102.8	673	0.18	0.24	0.43	2.69	0.78	0.73	9.97	0.04	11.5	17.2	4.68	2.93	13.4	6.8	22	7.39	14.95	0.05	0.50	0.54
3	milheto_cm	l	0_20	b2	1.56	1.82	86.24	224.4	102.8	673	0.14	0.28	0.42	2.69	0.93	0.71	8.78	0.04	11	19.1	4.74	3.08	12.6	6.6	23.6	7.99	15.22	0.03	0.33	0.28
3	milheto_cm	l	0_20	b3	1.58	1.82	87.04	224.4	102.8	673	0.14	0.27	0.41	2.69	1.11	0.64	8.17	0.04	10.6	18.2	4.76	2.63	13.3	6.9	22.8	7.58	15.21	0.08	0.82	0.93
3	milheto_cm	l	20_30	b1	1.47	1.79	81.82	267	102	631	0.23	0.22	0.46	2.7	0.42	0.54	3.62	0.03	14.5	15	4.6	1.9	14.5	5	22	6	10.14	0.04	0.43	0.78
3	milheto_cm	l	20_30	b2	1.58	1.79	88.47	267	102	631	0.1	0.31	0.41	2.7	1.17	0.58	5.13	0.03	13	17	4.6	2	13	7	25	7.08	11.97	0.08	0.79	1.44
3	milheto_cm	l	20_30	b3	1.68	1.79	93.91	267	102	631	0.12	0.26	0.38	2.7	1.93	0.46	6.33	0.03	16	16	5.1	1.95	16	6	22	6.54	11.06	0.06	0.65	1.19
3	milheto_cm	l	30_70	b1	1.6	1.75	91.12	322	107	571	0.11	0.29	0.41	2.69	1.43	0.85	12.41	0.02	6	16	5.5	1	17	9	16	5.99	40.49	0.04	0.41	3.05
3	milheto_cm	l	30_70	b2	1.62	1.74	93.02	322	107	571	0.08	0.32	0.4	2.69	1.17	0.77	10.08	0.03	9	19	4.8	2.3	14	7	25	8.35	39.48	0.07	0.72	5.29
3	milheto_cm	l	30_70	b3	1.68	1.75	95.79	322	107	571	0.06	0.32	0.38	2.69	1.52	0.81	12.72	0.02	8	12	4.7	1	14	9	22	5.69	38.46	0.06	0.56	4.16
3	milheto_pd	el	0_20	b1	1.63	1.83	88.98	224.4	102.8	673	0.12	0.27	0.39	2.69	1.32	0.44	4.78	0.03	3.7	12.8	5	1.42	10.2	5.5	17.4	5.43	10.75	0.67	6.66	0.71
3	milheto_pd	el	0_20	b2	1.65	1.83	90.27	224.4	102.8	673	0.12	0.26	0.39	2.69	1.59	0.52	4.69	0.03	3.2	13.8	5	1.17	11	5.8	17.6	5.26	10.29	0.61	6.07	0.67
3	milheto_pd	el	0_20	b3	1.7	1.83	93.07	224.4	102.8	673	0.1	0.28	0.39	2.69	1.84	0.57	5.2	0.03	2.2	14.2	4.84	1.37	11.2	6.3	21.4	6.23	12.79	0.64	6.37	0.69
3	milheto_pd	el	20_30	b1	1.59	1.8	88.29	267	102	631	0.1	0.32	0.41	2.7	1.29	0.64	6.46	0.03	3	14	5.7	1.2	10.5	8	16	5.5	9.4	0.42	4.24	0.74
3	milheto_pd	el	20_30	b2	1.61	1.8	89.51	267	102	631	0.12	0.28	0.4	2.7	1.37	0.66	6.1	0.02	1	12	4.7	0.8	9	5	18	4.51	7.72	0.43	4.28	0.75
3	milheto_pd	el	20_30	b3	1.67	1.79	93.29	267	102	631	0.05	0.33	0.38	2.7	1.46	0.69	7.15	0.03	1	13	4.8	1.1	12	8	22	6.25	10.69	0.43	4.26	0.75
3	milheto_pd	el	30_70	b1	1.4	1.76	79.26	322	107	571	0.19	0.29	0.48	2.69	0.58	0.34	1.36	0.02	3	10	5.1	1.1	13	4	16	4.2	24.88	0.46	4.59	3.12
3	milheto_pd	el	30_70	b2	1.58	1.76	89.6	322	107	571	0.11	0.31	0.41	2.69	0.55	0.34	0.9	0.02	3	10	5.3	0.9	10	6	16	4.02	23.82	0.39	3.93	2.67
3	milheto_pd	el	30_70	b3	1.4	1.76	79.84	322	107	571	0.21	0.27	0.48	2.69	0.52	0.4	1.2	0.02	2	12	5.1	1.2	12	5	18	5.34	31.6	0.43	4.26	2.90
3	milheto_pd	l	0_20	b1	1.67	1.81	92.01	224.4	102.8	673	0.11	0.27	0.38	2.69	0.97	1.01	12.08	0.05	5.4	18.3	4.86	1.56	11.6	8	20.5	8.16	14.55	0.05	0.55	0.65
3	milheto_pd	l	0_20	b2	1.72	1.82	94.52	224.4	102.8	673	0.11	0.25	0.36	2.69	1.07	0.98	12.38	0.04	6.8	19.2	4.68	1.58	12.8	7.9	22.6	7.6	14.43	0.04	0.44	0.53
3	milheto_pd	l	0_20	b3	1.63	1.82	89.97	224.4	102.8	673	0.12	0.27	0.39	2.69	1.1	0.9	12.69	0.05	5.4	17.8	4.96	1.71	12.7	8.1	20	7.98	14.54	0.07	0.66	0.74
3	milheto_pd	l	20_30	b1	1.7	1.8	94.6	267	102	631	0.14	0.23	0.37	2.7	0.95	0.49	4.99	0.02	2	13	4.4	1.4	7	5	22	5.2	8.79	0.05	0.46	0.84
3	milheto_pd	l	20_30	b2	1.77	1.8	98.33	267	102	631	0.11	0.24	0.34	2.7	1.18	0.45	3.31	0.02	2	13	4.8	1.1	8	5	18	4.87	8.24	0.03	0.28	0.50
3	milheto_pd	l	20_30	b3	1.65	1.8	91.94	267	102	631	0.14	0.25	0.39	2.7	1.18	0.53	4.07	0.03	2	14	4.8	1.1	7.5	5	20	5.5	9.29	0.05	0.47	0.85
3	milheto_pd	l	30_70	b1	1.64	1.76	93.18	322	107	571	0.08	0.31	0.39	2.69	1.42	0.53	1.04	0.02	5	11	4.6	0.9	12	8	20	5.09	34.39	0.04	0.44	3.27
3	milheto_pd	l	30_70	b2	1.69	1.75	96.31	322	107	571	0.07	0.3	0.37	2.69	1.33	0.41	1.46	0.02	7	13	4.9	0.9	14	8	20	5.49	37.09	0.05	0.50	3.73
3	milheto_pd	l	30_70	b3	1.64	1.76	93.19	322	107	571	0.08	0.32	0.39	2.69	1.76	0.47	1.6	0.02	3	11	5.1	1	12	8	18	5.15	34.83	0.03	0.33	2.48
3	milheto_pp	el	0_20	b1	1.82	1.83	99.32	224.4	102.8	673	0.1	0.22	0.32	2.69	1.25	0.61	6	0.03	2.9	13.2	5.12	1.35	11.3	7	18	5.18	11.15	0.50	5.02	0.59
3	milheto_pp	el	0_20	b2	1.76	1.83	95.93	224.4	102.8	673	0.11	0.24	0.35	2.69	1.16	0.63	5.58	0.03	1.8	14.2	4.82	1.34	10.6	6.1	18.8	5.4	11.71	0.62	6.23	0.68
3	milheto_pp	el	0_20	b3	1.83	1.83	99.99	224.4	102.8	673	0.08	0.24	0.32	2.69	1.23	0.6	4.98	0.03	1.4	12.6	5.04	1.34	10.4	6.4	18	5.19	10.86	0.56	5.62	0.63
3	milheto_pp	el	20_30	b1	1.76	1.8	97.84	267	102	631	0.11	0.24	0.35	2.7	1.25	0.48	3.37	0.02	2	13	4.7	0.7	10	4	18	4.74	8.11	0.46	4.55	0.80
3	milheto_pp	el	20_30	b2	1.7	1.8	94.56	267	102	631	0.14	0.23	0.37	2.7	1.43	0.58	4.93	0.02	1	12	4.7	1	8	5	18	4.59	7.86	0.43	4.33	0.76
3	milheto_pp	el	20_30	b3	1.85	1.8	103.02	267	102	631	0.07	0.24	0.31	2.7	1.62	0.52	2.82	0.02	1	11	5	0.9	9	4.5	18	5.02	8.58	0.44	4.44	0.78
3	milheto_pp	el	30_70	b1	1.68	1.76	95.29	322	107	571	0.14	0.24	0.38	2.69	0.86	0.57	3.75	0.02	4	11.5	5.4	0.95	13	7	18	4.85	28.69	0.49	4.93	3.35
3	milheto_pp	el	30_70	b2	1.66	1.76	94.72	322	107	571	0.11	0.27	0.38	2.69	1	0.56	2.42	0.02	1	13	5.1	0.9	15	9	18	5.24	30.99	0.49	4.86	3.30
3	milheto_pp	el	30_70	b3	1.65	1.76	93.58	322	107	571	0.14	0.25	0.39	2.69	0.83	0.57	3.12	0.02	2	10	5.3	1	11	8	18	4.46	26.4	0.49	4.89	3.33
